Signatur;EXEMPLARNR;Kurztitel;GTV;ISBN
P 1238f;1590402001;"Koch-Peters, Dorothea: Ansichten des Orosius zur Geschichte seiner Zeit / Dorothea Koch-Peters (Studien zur klassischen Phil... ; 9)";"Studien zur klassischen Philologie ; 9";3-8204-5167-6
P 1238h;1590403001;"Kócka-Krenz, Hanna: Zlotnictwo skandynawskie IX - XI wieku / Hanna Kócka-Krenz - Wyd. 1 (Seria Archeologia ; 22)";"Seria Archeologia ; 22";
P 1238s;1590404001;"Kockel, Valentin: Die Grabbauten vor dem Herkulaner Tor in Pompeji / Valentin Kockel (Beiträge zur Erschließung he... ; 1)";"Beiträge zur Erschließung hellenistischer und kaiserzeitlicher Skulptur und Architektur ; 1";3-8053-0480-3
P 1239;13653002;"Köbler, Gerhard: Das Recht im frühen Mittelalter : Untersuchungen zu Herkunft und Inhalt frühmittelalterlicher Rechtsbegriffe im deutschen Sprachgebiet... (Forschungen zur deutschen Re... ; 7)";"Forschungen zur deutschen Rechtsgeschichte ; 7";3-412-06471-8
P 1240;1590406001;"Zanker, Paul: Pompeji : Stadtbild und Wohngeschmack / Paul Zanker (Kulturgeschichte der antiken... ; 61)";"Kulturgeschichte der antiken Welt ; 61";3-8053-1685-2
P 1241;300709002;"Das Zeremonialschwert der Essener Domschatzkammer / hrsg. und eingel. von Alfred Pothmann. Unter Mitarb. von Alfred Geibig ... (Quellen und Stu... : Veröffen... ;  4)";;3-402-06243-7
P 1242;1550268002;"Eisenland : zu den Wurzeln der nassauischen Eisenindustrie; Begleitkatalog zur Sonderausstell. d. Samml. Nassauischer Altertümer im Museum Wiesbaden / hg. v. Bernhard...";;3-922027-88-1
P 1243;401509001;"Nicht nur Sand und Scherben ... : archäologische Entdeckungen im Land Brandenburg von der Steinzeit bis zum Mittelalter ; Sonderausstellung im Kloster St. Pauli zu Brandenburg, Havel vom 24. August bis 6. November 1994 ; Begleitbuch...";;3-910011-05-5
P 1244;1590407001;Die Schraube zwischen Macht und Pracht : das Gewinde in der... / Mit Beiträgen von Barbara Deppert-Lippitz ... Mit Vorw. von Reinhold Würth ...;;3-7995-3628-0
P 1245;215431003;Köhler, Friedrich: Wo war die Varus-Schlacht? : neue Forschungen und Entdeckungen / von Friedrich Köhler;;
P 1246;1590408001;"Cârciumaru, Marin ; Tomescu, Alexandru: Palinologia - aplicatiile ei în arheologie / Marin Cârciumaru ; Alexandru Tomescu";;
P 1247 - 1;1590410001;Steinzeitliche Bauern auf der Suche nach neuen Lebensformen 1. DieFunde. - 1994. - 300 S. : zahlr. Ill., graph. Darst., Kt.;;
P 1247 - 2;1590411001;Steinzeitliche Bauern auf der Suche nach neuen Lebensformen 2. Die Grabungsergebnisse. - 1996. - 203 S. : Ill., graph. Darst., Kt.;;3-908025-46-X
P 1248;1590413001;Koelbing, Huldrych M.: Arzt und Patient in der antiken Welt / Huldrych M. Koelbing (Die Bibliothek der Alten Welt : R...);Die Bibliothek der Alten Welt : Reihe Forschung und Deutung;3-7608-3649-6
P 1249;1590414001;Sperber, Lothar: Die Vorgeschichte / Lothar Sperber. Mit einem Beitr. von Werner Transier. Hrsg. von Meinrad Maria Grewenig;;3-7757-0557-0
P 1250;1200217002;"150 Jahre Hanauer Geschichtsverein : die Sammlung ; Katalog zur Ausstellung, Galerie im Museum Hanau, Schloß Philippsruhe 18. Sept. - 6. Nov. 1994 / Anton Merk, Richar...";;3-926011-28-9
P 1251;506545002;St. Paulus - Patron von Münster : Ausstellung des Stadtmuseums Münster, 23. Mai bis 3. September 1995 / [Stadtmuseum Münster. Hrsg. im Auftrag der Stadt Münster:...;;
P 1252;801704002;"Frühchristliches Köln / hrsg. vom Römisch-Germanischen Museum Köln (Schriftenreihe der Archäolog... ; 12)";"Schriftenreihe der Archäologischen Gesellschaft Köln ; 12";
P 1253;509097004;Johann Conrad Schlaun in Münster : Ausstellung, Stadtmuseum Münster, 4. April 1995 bis 5. November 1995 / [Hrsg.: Hans Galen];;3-7923-0680-8
P 1254;1866010;"Westfalen-Lippe: Johann Conrad Schlaun : 1695 - 1773 ; Architektur des Spätbarock in Europa ; [Katalog zur Ausstellung] / hrsg. von Klaus Bußmann... im Auftr. des Landschaftsverbandes...";;3-927789-78-X
P 1255;301492002;"Ilisch, Peter: Die mittelalterliche Münzprägung der Bischöfe von Münster / Peter Ilisch (Numismatische Schriften des ... ; 3)";;388789-117-1
P 1256;1590417001;"Ruprechtsberger, Erwin M.: Archäologische Ausgrabung 1982 in der Lessingstraße in Linz / Erwin M. Ruprechtsberger (Linzer archäologische Forsch... ; 12)";"Linzer archäologische Forschungen ; 12";
P 1257;1605455001;"Armenien : Frühzeit... / mit Beitr. von: Burchard Brentjes ... Red.: Erwin M. Ruprechtsberger (Linzer archäologische Forsch... ; 18)";"Linzer archäologische Forschungen ; 18";
P 1258;1590419001;"Wiltschke-Schrotta, Karin ; Teschler-Nicola, Maria: Das spätantike Gräberfeld von Lentia - Linz, Tiefer Graben - Flügelhofgasse : anthropologische Auswertung / Karin Wiltschke-S... (Linzer archäologische Forsch... ; 19)";"Linzer archäologische Forschungen ; 19";
P 1258c;1590423001;"König, Ingemar: Die Meilensteine der Gallia Narbonensis : studien zum Straßenwesen der Provincia Narbonensis / Ingemar König (Itinera Roman ; 3)";"Itinera Roman ; Bd 3";
P 1258d;1590425001;"König, Ingemar: Die gallischen Usurpatoren von Postumus bis Tetricus / Ingemar König (Vestigia ; 31)";"Vestigia ; 31";3-406-04801-3
P 1258h - 1;215648002;Deutsche Königspfalzen 1.  - 1963. - X, 206 S. : Kt.;;
P 1258h - 2;215649002;Deutsche Königspfalzen 2.  - 1965. - VI, 318 S. : Ill., graph. Darst., Kt.;;
P 1258h - 3;215650002;Deutsche Königspfalzen 3.  - 1979. - 336 S. : Ill., graph. Darst., Kt.;;3-525-35377-4
P 1258h - 4;1501409001;Deutsche Königspfalzen 4. Pfalzen - Reichsgut - Königshöfe. - 1996. - 465 S. : Ill., graph.Darst., Kt.;;3-525-35436-3
P 1258h - 5;1501410003;Deutsche Königspfalzen 5. Splendor palatii : Neue Forschungen zu Paderborn und andere Pfalzen der Karolingerzeit. - 2001. - 231 S. : Ill., graph.Darst.;;3-525-35311-1
P 1258h - 6;1560685001;Deutsche Königspfalzen 6. Geistliche Zentralorte zwischen Liturgie, Architektur, Gottes- und Herrscherlob: Limburg und Speyer. - 2005. - 298 S. : Ill., Kt.;;3-525-35309-X
P 1258h - 7;1560686001;Deutsche Königspfalzen 7. Zentren herrschaftlicher Repräsentation im Hochmittelalter : Geschichte, Architektur und Zeremoniell. - 2007. - 240 S. : Ill., graph. Darst., Kt.;;978-3-525-36521-2
P 1258kd;1590437001;"Königswahl und Thronfolge in fränkisch-karolingischer Zeit / hrsg. von Eduard Hlawitschka (Wege der Forschung ; 247)";"Wege der Forschung ; 247";3-534-04685-4
P 1258ke;1590440001;"Königswahl und Thronfolge in ottonisch-frühdeutscher Zeit / hrsg. von Eduard Hlawitschka - 4. [Dr.] (Wege der Forschung ; 178)";"Wege der Forschung ; 178";3-534-04166-6
;1590444001;;"Archaeologica Venatoria ; 3";
P 1258ob;1590446001;"Jagdtiere und Jäger der Eiszeit : Fossilien und Bildwerke / Wighart von Koenigswald ; Joachim Hahn";;3-8062-0293-1
P 1259 - 1;1590449001;"Keltische Höhensiedlungen an der mittleren Donau vom Linzer Becken bis zur Porta Hungarica 1. Der Freinberg. - 1994. - 255 S.: Ill., graph. Darst., Kt. (Linzer archäologische Forschungen ; 22)";"Linzer archäologische Forschungen ; 22";3-900401-39-2
P 1259 - 2;1590450001;"Keltische Höhensiedlungen an der mittleren Donau vom Linzer Becken bis zur Porta Hungarica 2. Der Braunsberg. - 1995. - 543 S. : Ill. (Linzer archäologische Forschungen ; 23)";"Linzer archäologische Forschungen ; 23";
P 1259k;1590573001;"Köpke, Rudolf: Widukind von Korvei : ein Beitrag zur Kritik der Geschichtsschreiber des zehnten Jahrhunderts / Rudolf Köpke (Ottonische Studien zur deuts... ; 1)";"Ottonische Studien zur deutschen Geschichte im zehnten Jahrhundert ; 1";
P 1260;1590577001;Koepp, Friedrich: Aliso und Haltern / von Friedrich Koepp;;
P 1260b;127020002;"Koepp, Friedrich: Die Römerlager bei Haltern i. W. : Führer durch das Ausgrabungsgelände ; [statt der 6. Aufl. von C. Schuchhardts ""Aliso, Führer durch die Ausgrabungen bei Haltern""]";;
P 1260h - 1;1590590001;Archäologie 1. Einleitung, Wiedergewinnung der Denkmäler. - 2., durchges. und erw. Aufl. - 1919. - 100 S., 8. Taf. : Ill., graph. Darst.;;
P 1260h - 2;1590591001;Archäologie 2. Beschreibung der Denkmäler. - 2., durchges. und erw. Aufl. - 1920. - 106 S., 8 Taf. : Ill., graph. Darst.;;
P 1260h - 3;1590593001;Archäologie 3. Erklärung der Denkmäler. - 2., durchges. und erw. Aufl. - 1920. - 120 S., 16 Taf. : Ill., graph. Darst.;;
P 1260h - 4;1590594001;Archäologie 4. Die Zeitbestimmung der Denkmäler. - 2., durchges. und erw. Aufl. - 1920. - 123 S., 8 Taf. : Ill., graph. Darst.;;
P 1261;1590595001;Koepp, Friedrich: Römisch-germanische Forschung : Vortrag, gehalten im Altertumsverein zu Münster am 9. März 1916  / Friedrich Koepp;;
P 1261a;215507003;Köpp, Friedrich: Varusschlacht und Aliso : Vorträge und Nachreden aus drei Jahrzehnten / Friedrich Köpp. Mit einem Verz. der seit 1909 ersch. Schriften von Erich Thurmann;;
P 1262;1590596001;"Köpp, Friedrich: Die Römer in Deutschland / Friedrich Koepp - 3., erw.... (Monographien zur Weltgeschichte ; 22)";"Monographien zur Weltgeschichte ; 22";
P 1263;1590597001;"Ruprechtsberger, Erwin M.: Ausgrabung auf der Spittelwiese in Linz / Erwin M. Ruprechtsberger. [Hrsg.: Stadtmuseum Linz - Nordico] (Linzer archäologische Forsch... ; 6)";"Linzer archäologische Forschungen : Sonderheft ; 6";
P 1264;1590599001;"Bier im Altertum : ein Überblick / mit Beitr. von Elfriede Haslauer ... Ausgew. und eingel. von Erwin M. Ruprechtsberger (Linzer archäologische Forsch... ; 8)";"Linzer archäologische Forschungen : Sonderheft ; 8";
P 1264d;1590601001;Koerlin, Kurt: Die Externsteine im Teutoburger Wald / Kurt Koerlin;;
P 1265;1590603001;"Körner, Gerhard: Die südelbischen Langobarden zur Völkerwanderungszeit / von Gerhard Körner (Veröffentlichungen der Urges... ; 4)";"Veröffentlichungen der Urgeschichtlichen Sammlungen des Landesmuseums zu Hannover ; 4";
P 1265b;1590605001;"Körner, Gerhard ; Laux, Friedrich: Ein Königreich an der Luhe / Gerhard Körner ; Friedrich Laux";;3-922616-00-3
P 1265c;215517002;"Körner, Gerhard ; Laux, Friedrich: Vorgeschichte im Landkreis Lüneburg / Gerhard Körner ; Friedrich Laux";;
P 1266;1590606001;Köster, August: Das antike Seewesen : Mit 104 Abb. in Text und auf Tafeln / August Köster - Photomech...;;
P 1267;1590607001;"Kötting, Bernhard: Der frühchristliche Reliquienkult und die Bestattung im Kirchengebäude / Bernhard Kötting (Arbeitsgemeinschaft für Fors... ; 123)";"Arbeitsgemeinschaft für Forschung des Landes Nordrhein-Westfalen : Geisteswissenschaften ; 123";
P 1268;1590610001;"Prokisch, Bernhard: Keltische Fundmünzen aus Oberösterreich / Bernhard Prokisch (Linzer archäologische Forsch... ; 10)";"Linzer archäologische Forschungen : Sonderband ; 10";
P 1269;1590612001;"Ruprechtsberger, Erwin M.: Frühzeit-Botschaften von den Linzer Hügeln : neue Ergebnisse der jüngsten Ausgrabungskampagnen im Linzer Raum / Erwin M. Ruprec... (Linzer archäologische Forsch... ; 12)";"Linzer archäologische Forschungen : Sonderheft ; 12";
P 1270;1590614001;"""Entdeckungen und Funde unter dem Schaufelrad"" : Archäologie... / S...";;
P 1271;1590616001;"Kohl, Otto: Die Ausgrabungen am römischen Kastell bei Kreuznach 1904 bis 1908 : mit 4 Taf. / von O[tto] Kohl (Veröffentlichung / Antiquari... ; 23)";"Veröffentlichung / Antiquarisch-historischer Verein zu Kreuznach ; 23";
P 1271d;8445005;Kohle, Franz Josef: Die Gemeinde Velmede : aus ihrer Vor- und Heimatgeschichte / F. J. Kohle;;
P 1272;1590617001;Familien-Geschichte Kohnhorst : 1149 - 1949 / hrsg. von Arnold Kohnhorst;;
P 1272p;1590618001;Kolb, Frank: Die Stadt im Altertum : (Mit 40 Abb. im Text) / Frank Kolb;;3-406-03172-2
P 1273p - 1;1590621001;"Geschichte und Kultur eines völkerwanderungszeitlichen Nomadenvolkes 1. Die Geschichte. - 1970. - 329 S. : Ill., Kt. (Aus Forschung und Kunst ; 10)";"Aus Forschung und Kunst ; 10";
P 1273p - 2;1590622001;"Geschichte und Kultur eines völkerwanderungszeitlichen Nomadenvolkes 2. Die Kultur. - 1970. - XVIII, 442 S. : Ill., Kt. (Aus Forschung und Kunst ; 11)";"Aus Forschung und Kunst ; 11";
P 1273r;1590624001;"Kolling, Alfons: Die Villa von Bierbach / Alfons Kolling (Forschungen im römischen Sch... ; 2)";"Forschungen im römischen Schwarzenacker ; 2";
P 1273s;1590626001;"Kolling, Alfons: Die Bronzestatuetten aus dem Säulenkeller / Alfons Kolling (Forschungen im römischen Sch... ; 1)";"Forschungen im römischen Schwarzenacker ; 1";
P 1273sa;1590629001;"Kolling, Alfons: Späte Bronzezeit an Saar und Mosel : Text.- und Tafelband (Saarbrüc... ; 06)(Veröffentl... ; 15)";"Saarbrücker Beiträge zur Altertumskunde ; 06";
P 1273sb;1590631001;"Kolling, Alfons: Der Römerhügel von Wörschweiler (Forschungen im römischen Sch... ; 3)";"Forschungen im römischen Schwarzenacker ; 3";
P 1273sc;1590633001;Kolling, Alfons: Funde aus der Römerstadt Schwarzenacker und ihrer nahen Umgebung : Bilder und Texte / Alfons Kolling;;
P 1273sd;1590634001;"Kolling, Alfons: Die Römerstadt bei Schwarzenacker / Alfons Kolling (Schriftenreihe des Saarländi... ; 2)";"Schriftenreihe des Saarländischen Kulturkreises ; 2";
P 1273sda;1590635001;"Kolling, Alfons: Ein römisches Freilichtmuseum : Projekt Schwarzenacker / Alfons Kolling (Homburger Hefte ; 1966)";"Homburger Hefte ; 1966";
P 1273u;1590636001;"Allgemeine und vergleichende Archaeologie als Forschungsgegenstand : [Kolloquium, 9. u. 10. Ja. 1981, Bonn] / hrsg. von Hermann... (Kolloquien zur Allgemeinen u... ; 1)";"Kolloquien zur Allgemeinen und Vergleichenden Archaeologie ; 1";3-406-09041-9
P 1273v - 1;1605446001;Kolloquium über frühmittelalterliche Skulptur [1]. Vortragstexte 1968. - 1969. - 71, [45] S. : Ill.;;
P 1273v - 2;1605450001;Kolloquium über frühmittelalterliche Skulptur 2. Vortragstexte 1970. - 1971. - 111 S., 67 Taf. + 2 Beil.;;
P 1273v - 3;1605451001;Kolloquium über frühmittelalterliche Skulptur 3. Vortragstexte 1972. - 1974. - 187, 79 S. : zahlr. Ill. + 2 Beil.;;
P 1274;1590637001;"Komber, Jochen: Jernalderens gårdshus : en bygningsteknisk analyse / Jochen Komber (AmS-Varia ; 18)";"AmS-varia ; 18";82-90215-80-0
P 1275;1590638001;"Konstantin der Grosse / hrsg. von Heinrich Kraft (Wege der Forschung ; 131)";"Wege der Forschung ; 131";3-534-03870-3
P 1275h;1590639001;Kontinuität? : Geschichtlichkeit und Dauer als volkskundliches Problem / hrsg. von Hermann Bausinger ...;;
P 1276 - 1;1590641001;Pre-roman urnfields in the North of the Netherlands 1. [Text]. - 1979. - VIII, 203 S : zahlr. Ill., Kt.;;
P 1276 - 2;1590642001;Pre-roman urnfields in the North of the Netherlands 2. [10 Karten]. - [1979]. - Kt.;;
P 1277;1590643001;Koppers, Wilhelm: Der Mensch und sein Weltbild / Wilhelm Koppers (Wissenschaft und Weltbild);Wissenschaft und Weltbild;
P 1277g;1590645001;"Korek, József: Die Theiß-Kultur in der mittleren und nördlichen Theißgegend / József Korek (Inventaria praehistorica Hun... ; 3)";"Inventaria praehistorica Hungariae ; 3";963-7421-37-8
P 1277m - 1;215771002;Westfälisches Geschichtsbuch 1. Unterstufe. - 1965. - VI, 34 S. : Ill.;;
P 1277m - 2;215770002;Westfälisches Geschichtsbuch 2. Mittelstufe. - 1965. - VI, 50 S. :  Ill., Kt.;;
P 1278 - 1;1590649001;Weltgeschichte des Mittelmeer-Raumes 1. Bis zur Schlacht bei Actium (31 v. Chr.). - 1948. - XVI, 508 S. : Ill., Kt.;;
P 1278 - 2;1590652001;Weltgeschichte des Mittelmeer-Raumes 2. Von Augustus bis zum Sieg der Araber. - 1949. - VIII, 563 S. : Ill., Kt.;;
P 1278b;1590654001;Kornemann, Ernst: Tiberius / Ernst Kornemann;;
P 1278bb;1590660001;"Kornemann, Ernst: Geschichte der Spätantike / Ernst Kornemann. Hrsg. von Hermann Bengtson (Beck'sche schwarze Reihe ; Bd. 175)";"Beck'sche schwarze Reihe ; Bd. 175";3-406-06775-1
P 1278c - 1;1590665001;"Römische Geschichte 1. Die Zeit der Republik. - 7. Aufl. - 1977. - X, 567 S. : Kt. (Kröners Taschenausgabe ; 132)";"Kröners Taschenausgabe ; 132";
P 1278c - 2;1590667001;"Römische Geschichte 2. Die Kaiserzeit. - 7. Aufl. - 1977. - VI, 527 S. (Kröners Taschenausgabe ; 133)";"Kröners Taschenausgabe ; 133";
P 1278x;1590669001;Korosec, Josip: Danilo in Danilska kultura / Josip Korosec;;
P 1278y;1590670001;"Korosec, Josip: Staroslovansko grobisce na ptujskem gradu / Josip Korosec (Slovenska Akademija Znanosti... ; 1)";"Slovenska Akademija Znanosti in Umetnosti : Razred za Zgodovinske in Druzbene Vede ; 1";
P 1278z;1590671001;"Korosec, Josip: Slovansko svetisce na ptujskem gradu / Josip Korosec (Slovenska Akademija Znanosti... ; 6)";"Slovenska Akademija Znanosti in Umetnosti : Razred za Zgodovinske in Zemljepisne Vede, za Filozofijo in Filologijo ; 6";
P 1279;1590674001;Korosec, Josip: Arheoloske ostaline v Predjami / Josip Korosec;;
P 1279b;1590676001;"Korosec, Josip: Predzgodovinska naselbina na Ptujskem gradu / Josip Korosec (Razred za Zgodovinske in Dru... ; 6)";"Razred za Zgodovinske in Druzbene Vede ; 6";
P 1279r;1590677001;Korte, Heinrich Adolf: Füersteenland / Heinrich Adolf Korte - 2. Aufl.;;
P 1282;1590686001;Koscevic, Remza: Anticke fibule s podrucja Siska / Remza Koscevic;;
P 1283;1590687001;"Kosko, Aleksander: Udzial polud... / Aleksander Kosko - Wyd. 1 (Seria Archeologia ; 19)";"Seria Archeologia ; 19";
P 1283b;1590688001;"Kosko, Aleksander: Rozwój kulturowy spoleczenstw Kujaw w okresach schylkowego neolitu i wczesnej epoki brazu / Aleksander Kosko (Seria Archeologia ; 12)";"Seria Archeologia ; 12";
P 1284;1590689001;Unruh, Frank: Aufbruch nach Europa : Heimat der Kelten am Ursprung der Donau - (Sonderausstellung, Luxemburg vom 5. - 16.12.1994) / Frank Unruh;;3-929055-36-8
P 1285;1590690001;Kossinna, Gustaf: Altgermanische Kulturhöhe : eine Einführung in die deutsche Vor- und Frühgeschichte / Gustav Kossinna;;
P 1285b;1590691001;Kossinna, Gustaf: Altgermanische Kulturhöhe : eine Einführung in die deutsche Vor- und Frühgeschichte / von Gustaf Kossinna - 4. Aufl.;;
P 1286 - 1;1590693001;"Ursprung und Verbreitung der Germanen in vor- und frühgeschichtlicher Zeit 1. [Teil]. - 1926. - VIII, 128 S. : Ill., graph. Darst., Kt. (Irminsul ; 1)";"Irminsul ; 1";
P 1286 - 2;1590694001;Ursprung und Verbreitung der Germanen in vor- und frühgeschichtlicher Zeit 2 . [Teil]. - 1927. - XV, 129 - 319 S. : Ill., graph. Darst., Kt.;;
P 1286a;1590695001;Kossinna, Gustav: Das Weichselland : ein uralter Heimatboden d. Germanen / Gustav Kossinna - 4. verb....;;
P 1286f;1590696001;"Kostrzewski, Józef: Kultura |uzycka na Pomorzu = Die Lausitzer Kultur in Pommern / Jozef Kostrzewski (Prace komisji archeologiczne... ; 3)";"Prace komisji archeologicznej / Poznanskie Towarzystwo Przyjacio ; T. 3";
P 1286h;1590697001;"Kostrzewski, Józef: Les Origines de la civilisation polonaise : préhistoire - protohistoire ; 261 gravures / Józef Kostrzewski. Trad. de... (Publications de l'Institut O... ; 1)";"Publications de l'Institut Occidental ; 1";
P 1286ha;1590698001;"Kostrzewski, Józef: Dzieje polskich badan prehistorycznych = [Histoire des recherches polonaises de prehistoire] / Józef Kostrzewski (Biblioteka prehistoryczna ; T. 8)";"Biblioteka prehistoryczna ; T. 8";
P 1286hab;1590699001;Kostrzewski, Józef: Pradzieje Slaska = Urgeschichte Schlesiens;;
P 1286hc;1590700001;Kostrzewski, Józef: Zur Frage der Siedlungsstetigkeit in der Urgeschichte Polens : von der Mitte des II. Jahrtausends v. u. Z. bis zum frühen Mittelalter / Józef Kostrzewski;;
P 1286hd;1590701001;"Kostrzewski, Józef: Wielkopolska w pradziejach / Józef Kostrzewski. [Pod red. Witolda Hensla] - Zmienione... (Biblioteka archeologiczna ; 7)";"Biblioteka archeologiczna ; 7";
P 1286hs;1590702001;"Kovács, Tibor: Tumulus culture cemeteries of Tiszafüred / Tibor Kovács (Régészeti füzetek : Széria ; 17)";"Régészeti füzetek : Széria 2 ; 17";
